,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,AAPL,SPY,AAPL,SPY,AAPL,SPY,AAPL,SPY,AAPL,SPY,AAPL,SPY
Date,,,,,,,,,,,,
2008-01-02,5.914387226104736,107.54959869384766,6.958570957183838,144.92999267578125,7.1521430015563965,146.99000549316406,6.876786231994629,143.8800048828125,7.116786003112793,146.52999877929688,1079178800,204935600
2008-01-03,5.917119979858398,107.49764251708984,6.961785793304443,144.86000061035156,7.049643039703369,145.49000549316406,6.881785869598389,144.07000732421875,6.978929042816162,144.91000366210938,842066400,125133300
2008-01-04,5.4654364585876465,104.86323547363281,6.430356979370117,141.30999755859375,6.892857074737549,143.44000244140625,6.3889288902282715,140.91000366210938,6.837500095367432,143.33999633789062,1455832000,232330900
2008-01-07,5.392279624938965,104.77420043945312,6.34428596496582,141.19000244140625,6.557143211364746,142.22999572753906,6.0796427726745605,140.10000610351562,6.473214149475098,141.80999755859375,2072193200,234991000
2008-01-08,5.198309421539307,103.082275390625,6.1160712242126465,138.91000366210938,6.5164289474487305,142.89999389648438,6.099999904632568,138.44000244140625,6.433570861816406,142.0800018310547,1523816000,326365700
2008-01-09,5.445703983306885,104.16570281982422,6.4071431159973145,140.3699951171875,6.410714149475098,140.7899932861328,6.010714054107666,137.6999969482422,6.117856979370117,139.08999633789062,1813882000,301824900
2008-01-10,5.403815269470215,104.84840393066406,6.3578572273254395,141.2899932861328,6.464285850524902,142.8000030517578,6.26464319229126,139.3699951171875,6.3421430587768555,139.67999267578125,1482975200,335701200
2008-01-11,5.242021560668945,104.00244140625,6.167500019073486,140.14999389648438,6.351786136627197,141.89999389648438,6.0714287757873535,139.0,6.285714149475098,140.77999877929688,1232285600,267076600
2008-01-14,5.426883220672607,104.84100341796875,6.385000228881836,141.27999877929688,6.4078569412231445,141.86000061035156,6.256071090698242,140.39999389648438,6.340000152587891,141.16000366210938,1100450400,170365500
2008-01-15,5.131226539611816,102.53311920166016,6.037143230438232,138.1699981689453,6.400713920593262,141.49000549316406,5.880713939666748,137.89999389648438,6.347143173217773,139.7899932861328,2343278000,239940100
2008-01-16,4.84588623046875,101.65007781982422,5.7014288902282715,136.97999572753906,6.036070823669434,139.1199951171875,5.596428871154785,136.27999877929688,5.901071071624756,137.36000061035156,2213845200,378802600
2008-01-17,4.883831977844238,99.01569366455078,5.746070861816406,133.42999267578125,5.90571403503418,137.8800048828125,5.6578569412231445,132.92999267578125,5.768214225769043,137.80999755859375,1757859600,397892600
2008-01-18,4.898098468780518,97.99900817871094,5.762856960296631,132.05999755859375,5.919642925262451,135.02000427246094,5.700356960296631,131.10000610351562,5.775356769561768,134.74000549316406,1724343600,348561500
2008-01-22,4.7244672775268555,97.00464630126953,5.558570861816406,130.72000122070312,5.713571071624756,132.42999267578125,5.214285850524902,126.0,5.2878570556640625,127.20999908447266,2434754000,435923700
2008-01-23,4.2214837074279785,99.33477020263672,4.966785907745361,133.86000061035156,5.0,134.19000244140625,4.505000114440918,126.83999633789062,4.86392879486084,127.08999633789062,3372969600,511913000
2008-01-24,4.116150856018066,100.17335510253906,4.8428568840026855,134.99000549316406,5.025000095367432,135.4600067138672,4.7146430015563965,133.30999755859375,4.999642848968506,134.47999572753906,2005866800,259949300
2008-01-25,3.9464662075042725,98.72626495361328,4.643214225769043,133.0399932861328,4.96750020980835,136.75999450683594,4.628929138183594,132.60000610351562,4.963929176330566,136.50999450683594,1554739200,269603900
2008-01-28,3.9464662075042725,100.35887145996094,4.643214225769043,135.24000549316406,4.757143020629883,135.52000427246094,4.51607084274292,132.05999755859375,4.57714319229126,133.25999450683594,1474844000,217934600
2008-01-29,3.9929096698760986,100.85604858398438,4.697856903076172,135.91000366210938,4.742499828338623,136.4499969482422,4.60892915725708,134.8800048828125,4.683928966522217,136.10000610351562,1099982800,168968300
2008-01-30,4.012335300445557,100.1139907836914,4.720714092254639,134.91000366210938,4.837500095367432,138.5399932861328,4.642857074737549,134.60000610351562,4.69178581237793,135.5800018310547,1243051600,334939200
2008-01-31,4.108867168426514,101.93946838378906,4.834286212921143,137.3699951171875,4.880356788635254,138.5399932861328,4.621428966522217,133.1999969482422,4.623213768005371,133.39999389648438,1345674400,343680800
2008-02-01,4.059994220733643,103.57947540283203,4.776785850524902,139.5800018310547,4.878213882446289,139.61000061035156,4.720714092254639,137.52000427246094,4.865714073181152,137.94000244140625,1010744000,206843600
2008-02-04,3.996248483657837,102.27345275878906,4.701786041259766,137.82000732421875,4.853570938110352,139.3000030517578,4.693571090698242,137.63999938964844,4.793213844299316,139.2100067138672,899234000,124694300
2008-02-05,3.926734447479248,99.53512573242188,4.619999885559082,134.1300048828125,4.785714149475098,136.25,4.603570938110352,133.6699981689453,4.658214092254639,135.94000244140625,1141042000,286882500
2008-02-06,3.703321695327759,98.73371124267578,4.357142925262451,133.0500030517578,4.711429119110107,135.25,4.348928928375244,132.41000366210938,4.672500133514404,134.5800018310547,1573272400,250792900
2008-02-07,3.6802515983581543,99.38670349121094,4.329999923706055,133.92999267578125,4.4564290046691895,134.7899932861328,4.18821382522583,131.72999572753906,4.284643173217773,131.8000030517578,2083331600,297368100
2008-02-08,3.8089563846588135,98.74853515625,4.481429100036621,133.07000732421875,4.489285945892334,134.22000122070312,4.3428568840026855,132.10000610351562,4.360000133514404,133.08999633789062,1355972800,221643500
2008-02-11,3.92946720123291,99.2531509399414,4.623213768005371,133.75,4.6421427726745605,134.22999572753906,4.5428571701049805,132.0399932861328,4.571785926818848,133.10000610351562,1201432400,188576300
2008-02-12,3.7901365756988525,100.17335510253906,4.459286212921143,134.99000549316406,4.6785712242126465,136.30999755859375,4.414999961853027,133.97999572753906,4.6678571701049805,134.91000366210938,1225980000,256654400
2008-02-13,3.9279494285583496,101.19737243652344,4.621428966522217,136.3699951171875,4.635000228881836,137.05999755859375,4.486785888671875,135.13999938964844,4.524285793304443,136.00999450683594,968534000,181967800
2008-02-14,3.8690600395202637,100.30692291259766,4.552143096923828,135.1699981689453,4.67142915725708,137.0,4.536070823669434,134.7899932861328,4.621428966522217,136.9499969482422,954097200,215207200
2008-02-15,3.7831554412841797,100.28466033935547,4.451070785522461,135.13999938964844,4.538570880889893,135.22000122070312,4.430714130401611,133.91000366210938,4.509643077850342,134.5,901300400,154110300
2008-02-19,3.7087862491607666,100.56661987304688,4.3635711669921875,135.52000427246094,4.526785850524902,136.88999938964844,4.3371429443359375,134.61000061035156,4.499642848968506,136.72000122070312,1005046000,145190000
2008-02-20,3.758568048477173,100.86346435546875,4.42214298248291,135.9199981689453,4.449999809265137,136.5500030517578,4.345714092254639,133.75999450683594,4.364285945892334,133.99000549316406,967439200,220085700
2008-02-21,3.689358711242676,100.02490997314453,4.340713977813721,134.7899932861328,4.516786098480225,137.00999450683594,4.316429138183594,134.07000732421875,4.501786231994629,136.66000366210938,938114800,201051200
2008-02-22,3.6262197494506836,100.64081573486328,4.2664289474487305,135.6199951171875,4.375357151031494,135.85000610351562,4.138214111328125,132.86000061035156,4.37428617477417,134.97000122070312,1529878000,205491000
2008-02-25,3.6347200870513916,101.90980529785156,4.276429176330566,137.3300018310547,4.291786193847656,137.64999389648438,4.166429042816162,134.77999877929688,4.23535680770874,135.5399932861328,1256774400,190107000
2008-02-26,3.616809844970703,102.67412567138672,4.255356788635254,138.36000061035156,4.324643135070801,138.9499969482422,4.122857093811035,136.5,4.2014288902282715,136.75,1504888000,212420700
